time,Trabajo grupal
Wed 18:10:00,2784.4124424488873
Wed 18:15:00,2759.8030894673243
Wed 18:20:00,2439.8030894673243
Wed 18:25:00,2279.8030894673243
Wed 18:30:00,2199.8030894673248
Wed 18:35:00,2119.8030894673248
Wed 18:40:00,2199.8030894673248
Wed 18:45:00,2119.8030894673248
Wed 18:50:00,2199.8030894673248
Wed 18:55:00,2119.8030894673248
Wed 19:00:00,2119.8030894673248
Wed 19:05:00,2039.8030894673245
Wed 19:10:00,2119.8030894673248
Wed 19:15:00,2279.8030894673248
Wed 19:20:00,2119.8030894673248
Wed 19:25:00,2119.8030894673248
Wed 19:30:00,1879.8030894673243
Wed 19:35:00,1799.8030894673243
Wed 19:40:00,1879.8030894673243
Wed 19:45:00,1895.390647018437
Wed 19:50:00,1815.390647018437
Wed 19:55:00,1815.390647018437
Wed 20:00:00,1895.390647018437
Wed 20:05:00,1815.3906470184372
Wed 20:10:00,1735.390647018437
Wed 20:15:00,1575.390647018437
Wed 20:20:00,1520
Wed 20:25:00,1360
Wed 20:30:00,1360
Wed 20:35:00,1600
Wed 20:40:00,1600
Wed 20:45:00,1520
Wed 20:50:00,1520
Wed 20:55:00,1520
Wed 21:00:00,1520
Wed 21:05:00,1440
Wed 21:10:00,1520
Wed 21:15:00,1360
Wed 21:20:00,1200
Wed 21:25:00,1120
Wed 21:30:00,1120
Wed 21:35:00,1200
Wed 21:40:00,1280
Wed 21:45:00,1200
Wed 21:50:00,1120
Wed 21:55:00,1200
Wed 22:00:00,1200
Wed 22:05:00,1120
Wed 22:10:00,1280
Wed 22:15:00,1120
Wed 22:20:00,1200
Wed 22:25:00,1200
Wed 22:30:00,1360
Wed 22:35:00,1360
Wed 22:40:00,1360
Wed 22:45:00,1440
Wed 22:50:00,1440
Wed 22:55:00,1360
Wed 23:00:00,1440
Wed 23:05:00,1440
Wed 23:10:00,1440
Wed 23:15:00,1360
Wed 23:20:00,1440
Wed 23:25:00,1440
Wed 23:30:00,1440
Wed 23:35:00,1421.6658225219978
Wed 23:40:00,1341.6658225219978
Wed 23:45:00,1261.6658225219978
Wed 23:50:00,1341.6658225219978
Wed 23:55:00,1341.6658225219978
Thu 00:00:00,1261.6658225219978
Thu 00:05:00,1181.6658225219978
Thu 00:10:00,1181.6658225219978
Thu 00:15:00,1021.6658225219977
Thu 00:20:00,1021.6658225219977
Thu 00:25:00,1021.6658225219977
Thu 00:30:00,1021.6658225219977
Thu 00:35:00,861.6658225219977
Thu 00:40:00,861.6658225219977
Thu 00:45:00,621.6658225219977
Thu 00:50:00,541.6658225219977
Thu 00:55:00,541.6658225219977
Thu 01:00:00,605.5416632301974
Thu 01:05:00,445.54166323019746
Thu 01:10:00,445.54166323019746
Thu 01:15:00,445.54166323019746
Thu 01:20:00,365.54166323019746
Thu 01:25:00,285.54166323019746
Thu 01:30:00,285.54166323019746
Thu 01:35:00,285.54166323019746
Thu 01:40:00,223.87584070819975
Thu 01:45:00,223.87584070819975
Thu 01:50:00,223.87584070819975
Thu 01:55:00,143.87584070819975
Thu 02:00:00,143.87584070819975
Thu 02:05:00,143.87584070819975
Thu 02:10:00,143.87584070819975
Thu 02:15:00,143.87584070819975
Thu 02:20:00,143.87584070819975
Thu 02:25:00,143.87584070819975
Thu 02:30:00,63.875840708199746
Thu 02:35:00,63.875840708199746
Thu 02:40:00,63.875840708199746
Thu 02:45:00,63.875840708199746
Thu 02:50:00,63.875840708199746
Thu 02:55:00,63.875840708199746
Thu 03:00:00,63.875840708199746
Thu 03:05:00,0
Thu 03:10:00,0
Thu 03:15:00,0
Thu 03:20:00,0
Thu 03:25:00,0
Thu 03:30:00,80
Thu 03:35:00,80
Thu 03:40:00,80
Thu 03:45:00,80
Thu 03:50:00,80
Thu 03:55:00,80
Thu 04:00:00,80
Thu 04:05:00,80
Thu 04:10:00,80
Thu 04:15:00,160
Thu 04:20:00,160
Thu 04:25:00,160
Thu 04:30:00,160
Thu 04:35:00,160
Thu 04:40:00,160
Thu 04:45:00,160
Thu 04:50:00,160
Thu 04:55:00,160
Thu 05:00:00,160
Thu 05:05:00,160
Thu 05:10:00,160
Thu 05:15:00,160
Thu 05:20:00,160
Thu 05:25:00,240
Thu 05:30:00,320
Thu 05:35:00,240
Thu 05:40:00,240
Thu 05:45:00,240
Thu 05:50:00,240
Thu 05:55:00,240
Thu 06:00:00,240
Thu 06:05:00,240
Thu 06:10:00,240
Thu 06:15:00,240
Thu 06:20:00,160
Thu 06:25:00,160
Thu 06:30:00,160
Thu 06:35:00,160
Thu 06:40:00,160
Thu 06:45:00,160
Thu 06:50:00,160
Thu 06:55:00,160
Thu 07:00:00,160
Thu 07:05:00,160
Thu 07:10:00,160
Thu 07:15:00,160
Thu 07:20:00,160
Thu 07:25:00,240
Thu 07:30:00,160
Thu 07:35:00,80
Thu 07:40:00,80
Thu 07:45:00,80
Thu 07:50:00,80
Thu 07:55:00,80
Thu 08:00:00,80
Thu 08:05:00,80
Thu 08:10:00,80
Thu 08:15:00,80
Thu 08:20:00,80
Thu 08:25:00,80
Thu 08:30:00,80
